id,name,description,itemid,members,buylimit,highalch
2476,Castle wars bracelet(3),Must be worn as you enter the game to receive the bonus for that game.,11079,True,0,1005
2477,Ruby bracelet,I wonder if this is valuable.,11085,True,0,1395
2478,Inoculation bracelet,It eases diseases!,11088,True,505,1536
2479,Phoenix necklace,"In case of emergency, wear necklace.",11090,True,0,2430
2480,Diamond bracelet,I wonder if this is valuable.,11092,True,0,2295
2481,Abyssal bracelet(5),Makes using the Abyss just slightly safer.,11095,True,0,2520
2482,Skills necklace(4),This will help me travel.,11105,True,0,12120
2483,Skills necklace,You will need to recharge the necklace at the Legends Guild.,11113,True,0,12120
2484,Dragonstone bracelet,I wonder if this is valuable.,11115,True,0,11475
2485,Combat bracelet(4),A handy way to get around.,11118,True,0,12624
2486,Combat bracelet,You will need to recharge the bracelet at the Legends Guild.,11126,True,0,12624
2487,Berserker necklace,Makes obsidian weapons even stronger!,11128,True,0,121200
2488,Onyx bracelet,"Yep, this is most definitely valuable!",11130,True,0,120600
2489,Regen bracelet,Helps to restore Hitpoints.,11133,True,10,121200
2490,Dwarven helmet,A sturdy helmet that belonged to Rupert the Beard.,11200,True,0,36000
2491,Shrunk ogleroot,A shrunk ogleroot! How odd...,11205,True,0,1
2492,Dragon arrow,An arrow made using a dragon's talon.,11212,True,11000,480
2493,Dragon arrow(p),Venomous-looking arrows.,11227,True,0,480
2494,Dragon arrow(p+),Venomous-looking arrows.,11228,True,0,480
2495,Dragon arrow(p++),Venomous-looking arrows.,11229,True,0,480
2496,Dragon dart,A deadly throwing dart with a dragon tip.,11230,True,0,300
2497,Dragon dart(p),A deadly poisoned dart with a dragon tip.,11231,True,0,300
2498,Dragon dart tip,A deadly looking dragon dart tip - needs feathers for flight.,11232,True,0,150
2499,Dragon dart(p+),A deadly poisoned dart with a dragon tip.,11233,True,0,300
2500,Dragon dart(p++),A deadly poisoned dart with a dragon tip.,11234,True,0,300
2501,Dark bow,A bow from a darker dimension.,11235,True,8,72001
2502,Dragon arrowtips,"Dragon talons, usable as arrowheads.",11237,True,0,300
2503,Baby impling jar,Baby impling in a jar. That's a bit cruel.,11238,True,0,30
2504,Young impling jar,"A young impling in a jar. Don't trap me, man.",11240,True,0,30
2505,Gourmet impling jar,A gourmet impling in a jar.,11242,True,0,30
2506,Earth impling jar,Earth impling in a jar.,11244,True,0,30
2507,Essence impling jar,Essence impling in a jar.,11246,True,0,30
2508,Eclectic impling jar,Eclectic impling in a jar.,11248,True,0,30
2509,Nature impling jar,Nature impling in a jar.,11250,True,0,30
2510,Magpie impling jar,Magpie impling in a jar.,11252,True,0,30
2511,Ninja impling jar,Ninja impling in a jar.,11254,True,0,30
2512,Dragon impling jar,Dragon impling in a jar.,11256,True,0,30
2513,Impling jar,It's got little holes in the top.,11260,True,0,1
2514,Cavalier mask,I hope I don't meet any roundheads...,11280,True,0,120
2515,Dragonfire shield,"A heavy shield with a snarling, draconic visage.",11284,True,10,1200000
2516,Draconic visage,It looks like this could be attached to a shield somehow.,11286,True,0,450000
2517,Roe,"Roe, or cheap fishy eggs.",11324,True,0,12
2518,Caviar,"Caviar, or expensive fishy eggs.",11326,True,0,30
2519,Leaping trout,A sad-looking trout.,11328,True,0,15
2520,Leaping salmon,Some non-tasty salmon.,11330,True,0,30
2521,Leaping sturgeon,A bloated sturgeon.,11332,True,0,45
2522,Fish offcuts,Slices of inedible fish.,11334,True,0,1
2523,Dragon full helm,Protects your head and looks impressive too.,11335,True,0,90000
2524,Bronze hasta,"A bronze-tipped, one-handed hasta.",11367,True,0,16
2525,Iron hasta,"An iron-tipped, one-handed hasta.",11369,True,0,55
2526,Steel hasta,"A steel-tipped, one-handed hasta.",11371,True,0,195
2527,Mithril hasta,"A mithril-tipped, one-handed hasta.",11373,True,0,507
2528,Adamant hasta,"An adamant-tipped, one-handed hasta.",11375,True,0,1248
2529,Rune hasta,"A rune-tipped, one-handed hasta.",11377,True,0,12480
2530,Bronze hasta(p),"A poison tipped, one-handed bronze hasta.",11379,True,0,16
2531,Bronze hasta(p+),"A poison tipped, one-handed bronze hasta.",11382,True,0,16
2532,Bronze hasta(p++),"A poison-tipped, one-handed bronze hasta.",11384,True,0,16
2533,Iron hasta(p),"A poison-tipped, one-handed iron hasta.",11386,True,0,55
2534,Iron hasta(p+),"A poison-tipped, one-handed iron hasta.",11389,True,0,55
2535,Iron hasta(p++),"A poison-tipped, one-handed iron hasta.",11391,True,0,55
2536,Steel hasta(p),"A poison-tipped, one-handed steel hasta.",11393,True,0,195
2537,Steel hasta(p+),"A poison-tipped, one-handed steel hasta.",11396,True,0,195
2538,Steel hasta(p++),"A poison-tipped, one-handed steel hasta.",11398,True,0,195
2539,Mithril hasta(p),"A poison-tipped, one-handed mithril hasta.",11400,True,0,507
2540,Mithril hasta(p+),"A poison-tipped, one-handed mithril hasta.",11403,True,0,507
2541,Mithril hasta(p++),"A poison-tipped, one-handed mithril hasta.",11405,True,0,507
2542,Adamant hasta(p),"A poison-tipped, one-handed adamantite hasta.",11407,True,0,1248
2543,Adamant hasta(p+),"A poison-tipped, one-handed adamantite hasta.",11410,True,0,1248
2544,Adamant hasta(p++),"A poison-tipped, one-handed adamantite hasta.",11412,True,0,1248
2545,Rune hasta(p),"A poison-tipped, one-handed rune hasta.",11414,True,0,12480
2546,Rune hasta(p+),"A poison-tipped, one-handed rune hasta.",11417,True,0,12480
2547,Rune hasta(p++),"A poison-tipped, one-handed rune hasta.",11419,True,0,12480
2548,Attack mix(2),Two doses of fishy Attack potion.,11429,True,0,5
2549,Attack mix(1),One dose of fishy Attack potion.,11431,True,0,4
2550,Antipoison mix(2),Two doses of fishy antipoison potion.,11433,True,0,130
2551,Antipoison mix(1),One dose of fishy antipoison potion.,11435,True,0,86
2552,Relicym's mix(2),Two doses of fishy Relicym's balm.,11437,True,0,90
2553,Relicym's mix(1),One dose of fishy Relicym's balm.,11439,True,0,45
2554,Strength mix(1),One dose of fishy strength potion.,11441,True,0,7
2555,Strength mix(2),Two doses of fishy strength potion.,11443,True,0,8
2556,Combat mix(2),Two doses of fishy combat potion.,11445,True,0,63
2557,Combat mix(1),One dose of fishy combat potion.,11447,True,0,31
2558,Restore mix(2),Two doses of fishy restore potion.,11449,True,0,40
2559,Restore mix(1),One dose of fishy restore potion.,11451,True,0,26
2560,Energy mix(2),Two doses of fishy energy potion.,11453,True,0,43
2561,Energy mix(1),One dose of fishy energy potion.,11455,True,0,22
2562,Defence mix(2),Two doses of fishy Defence potion.,11457,True,0,54
2563,Defence mix(1),One dose of fishy Defence potion.,11459,True,0,36
2564,Agility mix(2),Two doses of fishy Agility potion.,11461,True,0,60
2565,Agility mix(1),One dose of fishy Agility potion.,11463,True,0,30
2566,Prayer mix(2),Two doses of fishy Prayer potion.,11465,True,0,68
2567,Prayer mix(1),One dose of fishy Prayer potion.,11467,True,0,46
2568,Superattack mix(2),Two doses of fishy super Attack potion.,11469,True,0,81
2569,Superattack mix(1),One dose of fishy super Attack potion.,11471,True,0,54
2570,Anti-poison supermix(2),Two doses of fishy super antipoison potion.,11473,True,0,130
2571,Anti-poison supermix(1),One dose of fishy super antipoison potion.,11475,True,0,86
2572,Fishing mix(2),Two doses of fishy Fishing potion.,11477,True,0,90
2573,Fishing mix(1),One dose of fishy Fishing potion.,11479,True,0,60
2574,Super energy mix(2),Two doses of fishy super energy potion.,11481,True,0,96
2575,Super energy mix(1),One dose of fishy super energy potion.,11483,True,0,54
2576,Super str. mix(2),Two doses of fishy super Strength potion.,11485,True,0,99
2577,Super str. mix(1),One dose of fishy super Strength potion.,11487,True,0,66
2578,Magic essence mix(2),Two doses of fishy Magic essence.,11489,True,0,108
2579,Magic essence mix(1),One dose of fishy Magic essence.,11491,True,0,78
2580,Super restore mix(2),Two doses of fishy super restore potion.,11493,True,0,108
2581,Super restore mix(1),One dose of fishy super restore potion.,11495,True,0,72
2582,Super def. mix(2),Two doses of fishy super Defence potion.,11497,True,0,119
2583,Super def. mix(1),One dose of fishy super Defence potion.,11499,True,0,79
2584,Antidote+ mix(2),Two doses of fishy extra strength antidote potion.,11501,True,0,130
2585,Antidote+ mix(1),One dose of fishy extra strength antidote potion.,11503,True,0,86
2586,Antifire mix(2),Two doses of fishy anti-firebreath potion.,11505,True,0,119
2587,Antifire mix(1),One dose of fishy anti-firebreath potion.,11507,True,0,79
2588,Ranging mix(2),Two doses of fishy ranging potion.,11509,True,0,130
2589,Ranging mix(1),One dose of fishy ranging potion.,11511,True,0,86
2590,Magic mix(2),Two doses of fishy Magic potion.,11513,True,0,120
2591,Magic mix(1),One dose of fishy Magic potion.,11515,True,0,90
2592,Hunting mix(2),Two doses of fishy Hunter potion.,11517,True,0,5
2593,Hunting mix(1),One dose of fishy Hunter potion.,11519,True,0,4
2594,Zamorak mix(2),Two doses of fishy Zamorak brew.,11521,True,0,90
2595,Zamorak mix(1),One dose of fishy Zamorak brew.,11523,True,0,75
2596,Armadyl crossbow,A weapon originally developed for Armadyl's forces.,11785,True,0,594000
2597,Steam battlestaff,It's a slightly magical stick.,11787,True,0,10200
2598,Mystic steam staff,It's a slightly magical stick.,11789,True,0,27000
2599,Staff of the dead,A ghastly weapon with evil origins.,11791,True,0,600003
2600,Godsword blade,The blade for the ultimate weapon.,11798,True,0,450000
2601,Armadyl godsword,"A beautiful, heavy sword.",11802,True,0,750000
2602,Bandos godsword,A brutally heavy sword.,11804,True,8,750000
2603,Saradomin godsword,"A gracious, heavy sword.",11806,True,0,750000
2604,Zamorak godsword,"A terrifying, heavy sword.",11808,True,0,750000
2605,Armadyl hilt,Brimming with potential.,11810,True,0,300000
2606,Bandos hilt,Brimming with potential.,11812,True,0,300000
2607,Saradomin hilt,Brimming with potential.,11814,True,0,300000
2608,Zamorak hilt,Brimming with potential.,11816,True,0,300000
2609,Godsword shard 1,A part of the Godsword blade.,11818,True,0,150000
2610,Godsword shard 2,A part of the Godsword blade.,11820,True,0,150000
2611,Godsword shard 3,A part of the Godsword blade.,11822,True,0,150000
2612,Zamorakian spear,An evil spear.,11824,True,0,60003
2613,Armadyl helmet,A helmet of great craftsmanship.,11826,True,10,173400
2614,Armadyl chestplate,Armour of great craftsmanship.,11828,True,8,174000
2615,Armadyl chainskirt,A chainskirt of great craftsmanship.,11830,True,8,173940
2616,Bandos chestplate,A sturdy chestplate.,11832,True,8,174006
2617,Bandos tassets,A sturdy pair of tassets.,11834,True,8,173946
2618,Bandos boots,Some sturdy boots.,11836,True,8,173406
2619,Saradomin sword,The incredible blade of an Icyene.,11838,True,8,78000
2620,Dragon boots,These will protect my feet.,11840,True,70,12000
2621,Broad arrowheads,Arrowheads with broad tips.,11874,True,0,33
2622,Broad bolts,Crossbow bolts with broad tips.,11875,True,7000,33
2623,Unfinished broad bolts,Add feathers to make broad-tipped crossbow bolts.,11876,True,0,33
2624,Zamorakian hasta,An evil one-handed spear.,11889,True,0,180000
2625,Leaf-bladed sword,A razor-sharp sword.,11902,True,0,40800
2626,Trident of the seas (full),A weapon from the deep.,11905,True,0,41400
2627,Uncharged trident,"It needs to be charged with death runes, chaos runes, fire runes and coins.",11908,True,0,40800
2628,Dragon pickaxe,"If rocks could feel fear, they'd fear this.",11920,True,40,58770
2629,Malediction ward,"An ancient, evil shield forged by Volcanic heat.",11924,True,0,27000
2630,Odium ward,"An ancient, evil shield forged by Volcanic heat.",11926,True,0,27000
2631,Odium shard 1,A broken shield piece.,11928,True,0,18600
2632,Odium shard 2,A broken shield piece.,11929,True,0,18600
2633,Odium shard 3,A broken shield piece.,11930,True,0,18600
2634,Malediction shard 1,A broken shield piece.,11931,True,0,18600
2635,Malediction shard 2,A broken shield piece.,11932,True,0,18600
2636,Malediction shard 3,A broken shield piece.,11933,True,0,18600
2637,Raw dark crab,I should try cooking this.,11934,True,0,195
2638,Dark crab,This looks tricky to eat.,11936,True,0,192
2639,Dark fishing bait,What on earth would eat this?,11940,True,0,2
2640,Lava dragon bones,Bones of a lava dragon.,11943,True,0,90
2641,Extended antifire (4),4 doses of extended anti-firebreath potion.,11951,True,0,264
2642,Extended antifire (3),3 doses of extended anti-firebreath potion.,11953,True,0,198
2643,Extended antifire (2),2 doses of extended anti-firebreath potion.,11955,True,0,132
2644,Extended antifire (1),1 dose of extended anti-firebreath potion.,11957,True,0,66
2645,Black chinchompa,Just plain nasty.,11959,True,6000,144
2646,Extended antifire mix(2),Two doses of fishy extended anti-firebreath potion.,11960,True,0,144
2647,Extended antifire mix(1),One dose of fishy extended anti-firebreath potion.,11962,True,0,96
2648,Amulet of glory (t6),A very powerful dragonstone amulet.,11964,True,0,10575
2649,Skills necklace(6),This will help me travel.,11968,True,0,12120
2650,Combat bracelet(6),A handy way to get around.,11972,True,0,12624
2651,Amulet of glory(6),A dragonstone amulet with 6 magic charges.,11978,True,0,10575
2652,Ring of wealth (5),An enchanted ring with five teleport charges.,11980,True,0,10575
2653,Fedora,Makes you look fedorable.,11990,True,0,180
2654,Lava scale,A scale from the hide of a lava dragon.,11992,True,0,30
2655,Lava scale shard,Ground-up lava dragon scale.,11994,True,0,12
2656,Smoke battlestaff,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,11998,True,0,9300
2657,Mystic smoke staff,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,12000,True,0,25500
2658,Occult necklace,A satanic evil embodies this amulet.,12002,True,8,27000
2659,Kraken tentacle,Ewwww... it's still sucky.,12004,True,10,50004
2660,Jar of dirt,It's just a jar of dirt.,12007,True,0,1
2661,Ancient robe top,Ancient Vestments.,12193,True,0,4200
2662,Ancient robe legs,Leggings from the Ancient Vestments.,12195,True,0,4200
2663,Ancient cloak,An Ancient cloak.,12197,True,0,1200
2664,Ancient crozier,An Ancient crozier.,12199,True,0,3000
2665,Ancient stole,An Ancient stole.,12201,True,0,1500
2666,Ancient mitre,An Ancient mitre.,12203,True,0,3000
2667,Bronze platebody (g),Bronze platebody with gold trim.,12205,False,0,96
2668,Bronze platelegs (g),Bronze platelegs with gold trim.,12207,False,0,48
2669,Bronze plateskirt (g),Bronze plateskirt with gold trim.,12209,False,0,48
2670,Bronze full helm (g),Bronze full helm with gold trim.,12211,False,0,29
2671,Bronze kiteshield (g),Bronze kiteshield with gold trim.,12213,False,0,38
2672,Bronze platebody (t),Bronze platebody with trim.,12215,False,0,96
2673,Bronze platelegs (t),Bronze platelegs with trim.,12217,False,0,48
2674,Bronze plateskirt (t),Bronze plateskirt with trim.,12219,False,0,48
2675,Bronze full helm (t),Bronze full helm with trim.,12221,False,0,29
2676,Bronze kiteshield (t),Bronze kiteshield with trim.,12223,False,0,38
2677,Iron platebody (t),Iron platebody with trim.,12225,False,0,336
2678,Iron platelegs (t),Iron platelegs with trim.,12227,False,0,168
2679,Iron plateskirt (t),Iron plateskirt with trim.,12229,False,0,168
2680,Iron full helm (t),Iron full helm with trim.,12231,False,0,96
2681,Iron kiteshield (t),Iron kiteshield with trim.,12233,False,0,144
2682,Iron platebody (g),Iron platebody with gold trim.,12235,False,0,336
2683,Iron platelegs (g),Iron platelegs with gold trim.,12237,False,0,168
2684,Iron plateskirt (g),Iron plateskirt with gold trim.,12239,False,0,168
2685,Iron full helm (g),Iron full helm with gold trim.,12241,False,0,96
2686,Iron kiteshield (g),Iron kiteshield with gold trim.,12243,False,0,144
2687,Beanie,Weeeeeee!,12245,True,0,360
2688,Red beret,Parlez-vous francais?,12247,True,0,48
2689,Imp mask,What mischief can I get up to with this?,12249,True,0,1200
2690,Goblin mask,Let's start a flash mob!,12251,True,0,1200
2691,Armadyl robe top,Armadyl Vestments.,12253,True,0,4200
2692,Armadyl robe legs,Leggings from the Armadyl Vestments.,12255,True,0,4200
2693,Armadyl stole,An Armadyl stole.,12257,True,0,1500
2694,Armadyl mitre,An Armadyl mitre.,12259,True,0,3000
2695,Armadyl cloak,An Armadyl cloak.,12261,True,0,1200
2696,Armadyl crozier,An Armadyl crozier.,12263,True,0,3000
2697,Bandos robe top,Bandos Vestments.,12265,True,0,4200
2698,Bandos robe legs,Leggings from the Bandos Vestments.,12267,True,0,4200
2699,Bandos stole,A Bandos stole.,12269,True,0,1500
2700,Bandos mitre,A Bandos mitre.,12271,True,0,3000
2701,Bandos cloak,A Bandos cloak.,12273,True,0,1200
2702,Bandos crozier,A Bandos crozier.,12275,True,0,3000
2703,Mithril platebody (g),Mithril platebody with gold trim.,12277,False,0,3120
2704,Mithril platelegs (g),Mithril platelegs with gold trim.,12279,False,0,1560
2705,Mithril kiteshield (g),Mithril kiteshield with gold trim.,12281,False,0,1326
2706,Mithril full helm (g),Mithril full helm with gold trim.,12283,False,0,858
2707,Mithril plateskirt (g),Mithril plateskirt with gold trim.,12285,False,0,1560
2708,Mithril platebody (t),Mithril platebody with trim.,12287,False,0,3120
2709,Mithril platelegs (t),Mithril platelegs with trim.,12289,False,0,1560
2710,Mithril kiteshield (t),Mithril kiteshield with trim.,12291,False,0,1326
2711,Mithril full helm (t),Mithril full helm with trim.,12293,False,0,858
2712,Mithril plateskirt (t),Mithril plateskirt with trim.,12295,False,0,1560
2713,Black pickaxe,Used for mining.,12297,False,40,87
2714,White headband,A minimalist's hat.,12299,True,0,24
2715,Blue headband,A minimalist's hat.,12301,True,0,24
2716,Gold headband,A minimalist's hat.,12303,True,0,24
2717,Pink headband,A minimalist's hat.,12305,True,0,24
2718,Green headband,A minimalist's hat.,12307,True,0,24
2719,Pink boater,Stylish!,12309,True,0,135
2720,Purple boater,Stylish!,12311,True,0,135
2721,White boater,Stylish!,12313,True,0,135
2722,Pink elegant shirt,A well made elegant men's pink shirt.,12315,True,0,1200
2723,Pink elegant legs,A rather elegant pair of men's pink pantaloons.,12317,True,0,1200
2724,Crier hat,Hear ye! Hear ye!,12319,True,0,3000
2725,White cavalier,All for one and one for all!,12321,True,0,120
2726,Red cavalier,All for one and one for all!,12323,True,0,120
2727,Navy cavalier,All for one and one for all!,12325,True,0,120
2728,Red d'hide body (g),Made from 100% real dragonhide. With colourful trim!,12327,True,0,6738
2729,Red d'hide chaps (g),Made from 100% real dragonhide. With colourful trim!,12329,True,0,3108
2730,Red d'hide body (t),Made from 100% real dragonhide. With colourful trim!,12331,True,0,6738
2731,Red d'hide chaps (t),Made from 100% real dragonhide. With colourful trim!,12333,True,0,3108
2732,Briefcase,For your first day in the big city.,12335,True,0,400
2733,Sagacious spectacles,Do they make me look... old?,12337,True,0,840
2734,Pink elegant blouse,A well made elegant ladies' pink blouse.,12339,True,0,1200
2735,Pink elegant skirt,A rather elegant pink skirt.,12341,True,0,1200
2736,Gold elegant blouse,A well made elegant ladies' gold blouse.,12343,True,0,1200
2737,Gold elegant skirt,A rather elegant gold skirt.,12345,True,0,1200
2738,Gold elegant shirt,A well made elegant men's gold shirt.,12347,True,0,1200
2739,Gold elegant legs,A rather elegant pair of men's gold pantaloons.,12349,True,0,1200
2740,Musketeer hat,Engarde!,12351,True,0,2100
2741,Monocle,"Hmm, shallow and pedantic.",12353,True,0,720
2742,Big pirate hat,Yarrr!,12355,True,0,900
2743,Katana,Created by Hattori Hanzo in the Eastern Lands.,12357,True,0,14400
2744,Leprechaun hat,Top o' the morning!,12359,True,0,600
2745,Cat mask,Miaow!,12361,True,0,1440
2746,Bronze dragon mask,Do I look scary?,12363,True,0,6000
2747,Iron dragon mask,Do I look scary?,12365,True,0,6000
2748,Steel dragon mask,Do I look scary?,12367,True,0,6000
2749,Mithril dragon mask,Do I look scary?,12369,True,0,6000
2750,Lava dragon mask,Do I look scary?,12371,True,0,6000
2751,Dragon cane,An onyx topped cane.,12373,True,0,18000
2752,Black cane,A ruby topped cane.,12375,True,0,360
2753,Adamant cane,A diamond topped cane.,12377,True,0,864
2754,Rune cane,A dragonstone topped cane.,12379,True,0,8640
2755,Black d'hide body (g),Made from 100% real dragonhide. With colourful trim!,12381,True,0,8088
2756,Black d'hide chaps (g),Made from 100% real dragonhide. With colourful trim!,12383,True,0,3732
2757,Black d'hide body (t),Made from 100% real dragonhide. With colourful trim!,12385,True,0,8088
2758,Black d'hide chaps (t),Made from 100% real dragonhide. With colourful trim!,12387,True,0,3732
2759,Gilded scimitar,Rune scimitar with gold plate.,12389,True,0,15360
2760,Gilded boots,Rune boots with gold plate.,12391,True,0,7500
2761,Royal gown top,Feeling distinctly ornate.,12393,True,0,3000
2762,Royal gown bottom,Feeling distinctly ornate.,12395,True,0,3000
2763,Royal crown,Who said I'd never be royal?,12397,True,0,3600
2764,Partyhat & specs,I have the sudden urge to rob the bank...,12399,True,0,1080
2765,Nardah teleport,Teleports you to Nardah.,12402,True,0,6
2766,Digsite teleport,Teleports you to the Digsite.,12403,True,0,6
2767,Feldip hills teleport,Teleports you to Feldip hills.,12404,True,0,6
2768,Lunar isle teleport,Teleports you to Lunar isle.,12405,True,0,6
2769,Mort'ton teleport,Teleports you to Mort'ton.,12406,True,0,6
2770,Pest control teleport,Teleports you to Pest control.,12407,True,0,6
2771,Piscatoris teleport,Teleports you to Piscatoris.,12408,True,0,6
2772,Tai bwo wannai teleport,Teleports you to Tai bwo wannai.,12409,True,0,6
2773,Elf camp teleport,Teleports you to the Elf camp.,12410,True,0,6
2774,Mos le'harmless teleport,Teleports you to Mos Le'Harmless.,12411,True,0,6
2775,Pirate hat & patch,All I need now is a parrot.,12412,True,0,1800
2776,3rd age wand,A beautifully crafted wand infused by ancient wizards.,12422,True,0,90000
2777,3rd age bow,A beautifully crafted bow carved by ancient archers.,12424,True,0,90000
2778,3rd age longsword,A beautifully crafted sword forged by ancient blacksmiths.,12426,True,0,90000
2779,Penguin mask,Thankfully this doesn't reset every week.,12428,True,0,720
2780,Afro,Wild!,12430,True,0,410
2781,Top hat,Aint no rabbits in this hat.,12432,True,0,1080
2782,Top hat & monocle,Like a sir.,12434,True,0,2400
2783,3rd age cloak,A beautiful cloak woven by ancient tailors.,12437,True,0,51000
2784,Royal sceptre,I dub thee...,12439,True,0,3000
2785,Musketeer tabard,All for one!,12441,True,0,1128
2786,Musketeer pants,One for all!,12443,True,0,1122
2787,Black skirt (g),Leg covering favoured by women and wizards. With a colourful trim!,12445,False,0,1
2788,Black skirt (t),Leg covering favoured by women and wizards. With a colourful trim!,12447,False,0,1
2789,Black wizard robe (g),I can do magic better in this.,12449,False,0,9
2790,Black wizard robe (t),I can do magic better in this.,12451,False,0,9
2791,Black wizard hat (g),"A silly pointed hat, with colourful trim.",12453,False,0,1
2792,Black wizard hat (t),"A silly pointed hat, with colourful trim.",12455,False,0,1
2793,Ancient platebody,Rune platebody in the colours of Ancient.,12460,False,0,39000
2794,Ancient platelegs,Rune platelegs in the colours of Ancient.,12462,False,0,38400
2795,Ancient plateskirt,Rune plateskirt in the colours of Ancient.,12464,False,0,38400
2796,Ancient full helm,Rune full helmet in the colours of Ancient.,12466,False,0,21120
2797,Ancient kiteshield,Rune kiteshield in the colours of Ancient.,12468,False,0,32640
2798,Armadyl platebody,Rune platebody in the colours of Armadyl.,12470,False,0,39000
2799,Armadyl platelegs,Rune platelegs in the colours of Armadyl.,12472,False,0,38400
2800,Armadyl plateskirt,Rune plateskirt in the colours of Armadyl.,12474,False,0,38400
2801,Armadyl full helm,Rune full helmet in the colours of Armadyl.,12476,False,0,21120
2802,Armadyl kiteshield,Rune kiteshield in the colours of Armadyl.,12478,False,0,32640
2803,Bandos platebody,Rune platebody in the colours of Bandos.,12480,False,0,39000
2804,Bandos platelegs,Rune platelegs in the colours of Bandos.,12482,False,0,38400
2805,Bandos plateskirt,Rune plateskirt in the colours of Bandos.,12484,False,0,38400
2806,Bandos full helm,Rune full helmet in the colours of Bandos.,12486,False,0,21120
2807,Bandos kiteshield,Rune kiteshield in the colours of Bandos.,12488,False,0,32640
2808,Ancient bracers,Ancient blessed dragonhide vambraces.,12490,True,0,2400
2809,Ancient d'hide,Ancient blessed dragonhide body armour.,12492,True,0,7800
2810,Ancient chaps,Ancient blessed dragonhide chaps.,12494,True,0,3600
2811,Ancient coif,Ancient blessed dragonhide coif.,12496,True,0,1200
2812,Bandos bracers,Bandos blessed dragonhide vambraces.,12498,True,0,2400
2813,Bandos d'hide,Bandos blessed dragonhide body armour.,12500,True,0,7800
2814,Bandos chaps,Bandos blessed dragonhide chaps.,12502,True,0,3600
2815,Bandos coif,Bandos blessed dragonhide coif.,12504,True,0,1200
2816,Armadyl bracers,Armadyl blessed dragonhide vambraces.,12506,True,0,2400
2817,Armadyl d'hide,Armadyl blessed dragonhide body armour.,12508,True,0,7800
2818,Armadyl chaps,Armadyl blessed dragonhide chaps.,12510,True,0,3600
2819,Armadyl coif,Armadyl blessed dragonhide coif.,12512,True,0,1200
2820,Explorer backpack,I'm the Backpack loaded up with things and knick knacks too.,12514,True,0,930
2821,Pith helmet,Official explorer headgear!,12516,True,0,516
2822,Green dragon mask,Do I look scary?,12518,True,0,6000
2823,Blue dragon mask,Do I look scary?,12520,True,0,6000
2824,Red dragon mask,Do I look scary?,12522,True,0,6000
2825,Black dragon mask,Do I look scary?,12524,True,0,6000
2826,Fury ornament kit,Use on an amulet of fury to make it look fancier!,12526,True,4,3000
2827,Dark infinity colour kit,Use on infinity pieces to recolour them!,12528,True,0,3000
2828,Light infinity colour kit,Use on infinity pieces to recolour them!,12530,True,0,3000
2829,Dragon sq shield ornament kit,Use on a dragon square shield to make it look fancier!,12532,True,0,3000
2830,Dragon chainbody ornament kit,Use on a dragon chainbody to make it look fancier!,12534,True,0,3000
2831,Dragon plate/skirt ornament kit,Use on dragon platelegs or plateskirt to make them look fancier!,12536,True,0,3000
2832,Dragon full helm ornament kit,Use on a dragon full helm to make it look fancier!,12538,True,0,3000
2833,Deerstalker,Elementary!,12540,True,0,1380
2834,Rangers' tunic,Lightweight body armour ideal for rangers.,12596,True,0,7200
2835,Holy sandals,Holy footwear!,12598,True,0,1200
2836,Ring of the gods,An ancient ring said to bring you closer to the Gods.,12601,True,0,30000
2837,Tyrannical ring,An incredibly heavy ring.,12603,True,0,30000
2838,Treasonous ring,A razor sharp ring.,12605,True,0,30000
2839,Bandos page 1,This seems to have been torn from a book...,12613,True,0,240
2840,Bandos page 2,This seems to have been torn from a book...,12614,True,0,240
2841,Bandos page 3,This seems to have been torn from a book...,12615,True,0,240
2842,Bandos page 4,This seems to have been torn from a book...,12616,True,0,240
2843,Armadyl page 1,This seems to have been torn from a book...,12617,True,0,240
2844,Armadyl page 2,This seems to have been torn from a book...,12618,True,0,240
2845,Armadyl page 3,This seems to have been torn from a book...,12619,True,0,240
2846,Armadyl page 4,This seems to have been torn from a book...,12620,True,0,240
2847,Ancient page 1,This seems to have been torn from a book...,12621,True,0,240
2848,Ancient page 2,This seems to have been torn from a book...,12622,True,0,240
2849,Ancient page 3,This seems to have been torn from a book...,12623,True,0,240
2850,Ancient page 4,This seems to have been torn from a book...,12624,True,0,240
2851,Stamina potion(4),4 doses of stamina potion.,12625,True,2000,240
2852,Stamina potion(3),3 doses of stamina potion.,12627,True,2000,180
2853,Stamina potion(2),2 doses of stamina potion.,12629,True,2000,120
2854,Stamina potion(1),1 dose of stamina potion.,12631,True,2000,60
2855,Stamina mix(2),Two doses of fishy stamina potion.,12633,True,0,96
2856,Stamina mix(1),One dose of fishy stamina potion.,12635,True,0,54
2857,Amylase crystal,Good for enhancing a super energy potion.,12640,True,0,12
2858,Lumberyard teleport,Teleports you to the Lumberyard.,12642,True,0,6
2859,Super combat potion(4),4 doses of super combat potion.,12695,True,0,150
2860,Super combat potion(3),3 doses of super combat potion.,12697,True,0,102
2861,Super combat potion(2),2 doses of super combat potion.,12699,True,0,54
2862,Super combat potion(1),1 dose of super combat potion.,12701,True,0,24
2863,Blue dark bow paint,Paints things blue!,12757,True,0,1
2864,Green dark bow paint,Paints things green!,12759,True,0,1
